,city,tmpd,dptp,date,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
5012,chic,54.0,40.5,2000-09-21,6.3125,17.0,14.848020721,18.939141414
5013,chic,58.0,51.3,2000-09-22,15.0,27.0,7.4078557312,26.136926329
5014,chic,63.0,58.2,2000-09-23,13.1,13.5,12.359354414,16.839975845
5015,chic,53.0,46.2,2000-09-24,3.875,4.5,22.507575758,8.2083333333
5016,chic,49.0,40.2,2000-09-25,6.6,7.0,17.207509881,15.488518728
5017,chic,56.0,41.2,2000-09-26,12.3,28.5,10.170364714,31.640782828
5018,chic,59.0,46.6,2000-09-27,9.925,22.0,15.378129117,21.724637681
5019,chic,55.0,41.1,2000-09-28,8.8,16.0,15.248697449,17.535326087
5020,chic,61.0,42.1,2000-09-29,11.6,37.5,10.217852437,28.962911726
5021,chic,65.0,48.1,2000-09-30,16.15,47.5,24.0,22.92
5022,chic,72.0,50.7,2000-10-01,21.5,65.0,47.092753623,15.038043478
5023,chic,69.0,53.8,2000-10-02,17.1,46.0,29.193939394,23.296969697
5024,chic,59.0,49.7,2000-10-03,14.2375,30.0,14.379018445,20.650098814
5025,chic,57.0,47.1,2000-10-04,4.8,10.0,27.580797101,12.107971014
5026,chic,52.0,48.2,2000-10-05,8.1,13.5,16.84990942,18.210177866
5027,chic,41.0,29.4,2000-10-06,8.3875,14.5,14.415439723,19.394927536
5028,chic,40.0,26.7,2000-10-07,5.3,13.0,10.846014493,15.85
5029,chic,39.0,26.6,2000-10-08,4.6,8.0,12.427083333,16.370175439
5030,chic,44.0,25.9,2000-10-09,10.366666667,18.285714286,7.8063405797,29.331521739
5031,chic,49.0,27.0,2000-10-10,17.4,33.5,7.6597002635,31.539530397
5032,chic,53.0,30.2,2000-10-11,16.0,52.5,8.775,39.419047619
5033,chic,58.0,36.3,2000-10-12,16.1,79.0,20.067267787,39.757954545
5034,chic,66.0,39.6,2000-10-13,17.9,81.0,29.013315217,32.541666667
5035,chic,67.0,49.3,2000-10-14,19.4,54.5,24.922916667,31.041666667
5036,chic,55.0,47.6,2000-10-15,11.428571429,19.571428571,17.052083333,17.529166667
5037,chic,51.0,46.6,2000-10-16,14.8,27.0,15.569565217,19.805797101
5038,chic,52.0,45.5,2000-10-17,19.7,28.5,10.014204545,26.255952381
5039,chic,54.0,45.7,2000-10-18,23.828571429,57.5,9.2684782609,37.993181818
5040,chic,62.0,47.3,2000-10-19,14.45,45.5,12.80111166,35.744746377
5041,chic,66.0,49.1,2000-10-20,18.2,57.0,22.837096509,35.103571429
5042,chic,58.0,50.3,2000-10-21,19.771428571,39.0,20.65625,22.891666667
5043,chic,59.0,51.8,2000-10-22,26.05,35.0,11.641485507,24.282608696
5044,chic,65.0,60.5,2000-10-23,39.8,55.5,3.1515151515,37.191666667
5045,chic,63.0,60.3,2000-10-24,34.185714286,31.5,10.174365942,22.916666667
5046,chic,62.0,57.9,2000-10-25,26.4,33.0,11.79384058,23.860079051
5047,chic,68.0,58.3,2000-10-26,41.4,65.5,18.045380435,32.055434783
5048,chic,61.0,53.4,2000-10-27,21.214285714,29.714285714,15.250905797,19.826315789
5049,chic,50.0,41.4,2000-10-28,4.0,8.5,23.34375,10.283333333
5050,chic,46.0,36.8,2000-10-29,10.9,23.5,16.375,17.029166667
5051,chic,50.0,32.7,2000-10-30,12.414285714,24.0,11.066485507,28.008333333
5052,chic,59.0,37.6,2000-10-31,13.85,36.5,5.4569746377,30.641666667
5053,chic,63.0,44.6,2000-11-01,18.95,38.5,7.8472222222,32.234649123
5054,chic,55.0,48.6,2000-11-02,20.542857143,31.666666667,5.6805555556,26.637681159
5055,chic,48.0,34.8,2000-11-03,9.35,30.0,7.4414251208,25.871343874
5056,chic,46.0,31.4,2000-11-04,11.25,28.5,6.7192028986,28.349637681
5057,chic,46.0,31.0,2000-11-05,12.071428571,26.0,14.308080808,24.694474153
5058,chic,49.0,38.0,2000-11-06,15.65,30.0,18.612922705,19.182291667
5059,chic,49.0,41.9,2000-11-07,12.25,13.5,4.8617149758,16.009922596
5060,chic,40.0,31.5,2000-11-08,10.1,17.714285714,3.0060386473,21.739583333
5061,chic,39.0,37.0,2000-11-09,8.3,10.5,4.8562801932,17.02513587
5062,chic,37.0,31.6,2000-11-10,17.05,17.5,3.5694444444,19.75
5063,chic,38.0,32.1,2000-11-11,18.625,22.0,4.9305555556,21.989583333
5064,chic,45.0,37.3,2000-11-12,16.5,14.5,5.7361111111,17.578125
5065,chic,36.0,29.7,2000-11-13,,16.0,3.8333333333,17.03125
5066,chic,32.0,26.4,2000-11-14,10.866666667,13.571428571,7.0,16.305871212
5067,chic,31.0,23.6,2000-11-15,,26.5,7.5416666667,24.258928571
5068,chic,36.0,29.2,2000-11-16,14.85,26.5,4.904589372,18.32798913
5069,chic,30.0,20.8,2000-11-17,13.114285714,15.0,8.3490338164,19.902626812
5070,chic,27.0,18.3,2000-11-18,15.5,27.0,12.222222222,15.948822464
5071,chic,30.0,22.0,2000-11-19,10.9,17.5,11.208333333,16.791666667
5072,chic,24.0,17.9,2000-11-20,10.025,20.428571429,10.215909091,16.132102273
5073,chic,19.0,8.0,2000-11-21,11.0,24.0,10.722222222,25.378968254
5074,chic,22.0,11.0,2000-11-22,24.7,30.0,4.7916666667,32.479166667
5075,chic,29.0,17.0,2000-11-23,26.6,33.0,4.2916666667,34.21875
5076,chic,32.0,19.2,2000-11-24,28.2,34.0,3.788647343,33.384057971
5077,chic,38.0,32.6,2000-11-25,17.75,28.0,7.375,24.786458333
5078,chic,39.0,36.6,2000-11-26,20.014285714,23.285714286,1.0416666667,19.010416667
5079,chic,34.0,30.5,2000-11-27,41.7,40.5,1.1388888889,19.360054348
5080,chic,34.0,29.7,2000-11-28,20.45,28.5,2.6944444444,23.166666667
5081,chic,35.0,33.1,2000-11-29,19.3625,21.0,1.3194444444,22.303977273
5082,chic,34.0,30.7,2000-11-30,16.75,16.5,4.8712121212,23.851222826
5083,chic,34.0,24.8,2000-12-01,3.95,7.0,21.166666667,17.866666667
5084,chic,31.0,21.6,2000-12-02,3.9142857143,6.4285714286,27.708333333,15.525
5085,chic,28.0,19.3,2000-12-03,13.2,16.0,6.1388888889,31.409848485
5086,chic,32.0,24.0,2000-12-04,18.05,30.5,6.125,21.114393939
5087,chic,21.0,2.8,2000-12-05,7.36,18.0,13.207125604,22.97173913
5088,chic,15.0,8.0,2000-12-06,18.1,23.0,4.8333333333,25.436471861
5089,chic,25.0,23.5,2000-12-07,27.6,26.5,1.7741545894,25.321212121
5090,chic,18.0,11.8,2000-12-08,20.2625,30.0,7.0694444444,27.616666667
5091,chic,16.0,13.1,2000-12-09,26.5,37.5,3.1944444444,35.258333333
5092,chic,30.0,24.8,2000-12-10,24.45,27.0,2.4444444444,23.125
5093,chic,23.0,21.2,2000-12-11,7.86,14.0,15.569444444,18.483333333
5094,chic,4.0,0.3,2000-12-12,25.1,28.0,8.2361111111,32.116666667
5095,chic,8.0,7.9,2000-12-13,23.4,37.0,3.9335748792,34.745243544
5096,chic,17.0,17.1,2000-12-14,29.575,33.571428571,2.6527777778,41.783333333
5097,chic,17.0,17.4,2000-12-15,39.65,39.0,1.4631642512,35.46884058
5098,chic,25.0,27.0,2000-12-16,20.55,16.5,1.2083333333,26.041666667
5099,chic,8.0,0.6,2000-12-17,12.957142857,18.5,13.416666667,16.116666667
5100,chic,8.0,3.5,2000-12-18,24.75,27.5,3.6041666667,33.525
5101,chic,14.0,9.2,2000-12-19,14.15,25.5,6.7916666667,35.133135705
5102,chic,6.0,4.7,2000-12-20,24.157142857,38.571428571,3.1657608696,39.00877193
5103,chic,6.0,0.1,2000-12-21,19.3,35.0,10.923913043,24.349130435
5104,chic,-1.0,-7.1,2000-12-22,16.7,24.5,7.7916666667,30.888043478
5105,chic,8.0,5.1,2000-12-23,23.233333333,33.0,4.6041666667,35.160869565
5106,chic,5.0,-1.4,2000-12-24,21.7,35.5,8.9791666667,31.766666667
5107,chic,5.0,-1.7,2000-12-25,18.25,40.5,4.5,41.8
5108,chic,11.0,9.2,2000-12-26,20.1,25.833333333,6.9375,36.85
5109,chic,12.0,7.6,2000-12-27,27.25,38.0,5.0833333333,33.022463768
5110,chic,13.0,9.0,2000-12-28,21.55,31.5,7.2708333333,36.125774045
5111,chic,21.0,16.9,2000-12-29,17.366666667,23.0,11.708333333,33.303787879
5112,chic,27.0,23.0,2000-12-30,6.2,8.5,17.145833333,23.916666667
5113,chic,16.0,16.3,2000-12-31,14.45,10.5,12.854166667,30.041666667
5114,chic,15.0,9.9,2001-01-01,18.633333333,28.2,7.2708333333,37.041666667
5115,chic,12.0,6.1,2001-01-02,27.1,26.0,4.9753787879,43.004464286
5116,chic,18.0,18.3,2001-01-03,27.2,30.0,5.9166666667,31.8125
5117,chic,25.0,21.3,2001-01-04,25.0,25.0,7.625,30.75
5118,chic,29.0,23.7,2001-01-05,11.05,24.0,9.2780797101,31.328598485
5119,chic,25.0,19.4,2001-01-06,18.4,22.0,6.0,33.239583333
5120,chic,28.0,22.8,2001-01-07,15.766666667,21.8,8.625,27.75
5121,chic,19.0,13.0,2001-01-08,7.5,17.0,7.9791666667,34.479166667
5122,chic,17.0,11.4,2001-01-09,26.0,,7.6041666667,36.0625
5123,chic,26.0,19.1,2001-01-10,26.65,31.0,4.75,35.721590909
5124,chic,29.0,23.7,2001-01-11,37.45,36.0,2.1974637681,42.041990166
5125,chic,30.0,29.3,2001-01-12,41.1,35.0,1.8623188406,40.528532609
5126,chic,34.0,31.6,2001-01-13,30.3,31.833333333,4.5833333333,27.635416667
5127,chic,34.0,33.9,2001-01-14,28.0,22.0,0.5,26.1875
5128,chic,33.0,31.4,2001-01-15,19.2,13.5,1.5833333333,17.510416667
5129,chic,29.0,25.0,2001-01-16,23.58,15.0,4.25,23.964583333
5130,chic,23.0,19.3,2001-01-17,27.4,30.0,4.4375,30.495535714
5131,chic,25.0,20.6,2001-01-18,34.7,43.0,4.3822463768,31.30298913
5132,chic,22.0,17.8,2001-01-19,18.1375,26.0,8.0461956522,27.96875
5133,chic,18.0,9.9,2001-01-20,12.65,20.0,10.625,29.4375
5134,chic,17.0,10.5,2001-01-21,30.6,34.0,5.1458333333,30.90625
5135,chic,18.0,14.6,2001-01-22,49.471428571,68.0,3.125,43.677083333
5136,chic,28.0,22.7,2001-01-23,45.7,45.0,3.1875,36.792045455
5137,chic,22.0,16.6,2001-01-24,19.1,31.0,8.1534090909,33.667860672
5138,chic,19.0,11.0,2001-01-25,16.5,28.5,7.1585144928,34.682017544
5139,chic,26.0,21.7,2001-01-26,24.0,34.0,4.625,28.770833333
5140,chic,21.0,12.5,2001-01-27,11.95,14.5,19.0625,21.78125
5141,chic,22.0,15.2,2001-01-28,23.457142857,29.0,7.4583333333,30.614583333
5142,chic,36.0,33.0,2001-01-29,26.8,31.0,4.8522727273,29.042748918
5143,chic,36.0,33.6,2001-01-30,17.15,11.0,6.25,34.385416667
5144,chic,31.0,29.0,2001-01-31,24.066666667,24.333333333,4.9990942029,26.037878788
5145,chic,18.0,15.3,2001-02-01,21.7,29.0,10.645833333,28.483734403
5146,chic,5.0,-1.7,2001-02-02,22.0,32.5,10.479166667,25.065217391
5147,chic,20.0,16.4,2001-02-03,17.175,25.5,5.0833333333,23.8125
5148,chic,30.0,29.0,2001-02-04,26.75,18.0,4.5833333333,28.604166667
5149,chic,29.0,24.4,2001-02-05,32.95,35.0,5.4565217391,28.088068182
5150,chic,28.0,25.3,2001-02-06,30.171428571,36.5,5.8632246377,33.991666667
5151,chic,26.0,24.7,2001-02-07,47.5,34.0,4.7291666667,38.598755411
5152,chic,44.0,42.2,2001-02-08,39.5,44.5,5.1875,35.259057971
5153,chic,37.0,35.9,2001-02-09,12.74,22.5,14.875,23.890398551
5154,chic,16.0,7.2,2001-02-10,10.45,16.5,15.863970588,25.057971014
5155,chic,19.0,12.4,2001-02-11,12.85,19.0,14.074404762,23.751893939
5156,chic,29.0,23.2,2001-02-12,22.5375,29.0,6.1458333333,26.697916667
5157,chic,35.0,29.7,2001-02-13,37.3,34.0,7.1739130435,29.547916667
5158,chic,33.0,31.1,2001-02-14,22.8,18.5,10.1875,22.182871024
5159,chic,29.0,23.9,2001-02-15,15.071428571,12.0,23.854166667,18.55932971
5160,chic,23.0,17.3,2001-02-16,20.35,23.0,16.5625,28.982336957
5161,chic,13.0,0.3,2001-02-17,10.1,11.0,16.979166667,19.646286232
5162,chic,18.0,6.1,2001-02-18,9.475,16.4,17.5,18.875
5163,chic,35.0,26.2,2001-02-19,22.8,64.0,10.5,22.819293478
5164,chic,27.0,17.1,2001-02-20,28.65,30.0,18.75,30.501488095
5165,chic,15.0,-0.9,2001-02-21,8.5375,16.0,23.195652174,20.681612319
5166,chic,23.0,18.6,2001-02-22,20.3,21.5,13.416666667,23.71875
5167,chic,24.0,14.8,2001-02-23,18.1,23.5,25.416666667,24.235548419
5168,chic,43.0,35.7,2001-02-24,28.675,31.5,9.5625,21.09375
5169,chic,42.0,29.1,2001-02-25,10.0,12.0,25.270833333,11.614583333
5170,chic,31.0,22.0,2001-02-26,22.1,21.0,18.72826087,28.454257246
5171,chic,23.0,8.2,2001-02-27,9.9833333333,11.0,19.558712121,24.554924242
5172,chic,20.0,2.0,2001-02-28,6.8,18.0,15.282608696,26.479166667
5173,chic,31.0,15.5,2001-03-01,7.2,27.0,14.875,25.769886364
5174,chic,35.0,29.0,2001-03-02,30.057142857,35.0,7.5208333333,30.25
5175,chic,36.0,25.1,2001-03-03,47.4,49.5,6.1875,48.71875
5176,chic,30.0,21.0,2001-03-04,11.3,14.5,23.0,20.653985507
5177,chic,23.0,11.6,2001-03-05,7.3714285714,22.5,19.354166667,20.297348485
5178,chic,28.0,17.1,2001-03-06,5.7,20.0,15.519021739,28.538496377
5179,chic,33.0,19.2,2001-03-07,15.3,31.0,17.291666667,28.930555556
5180,chic,31.0,21.7,2001-03-08,16.557142857,25.0,22.294642857,27.116185897
5181,chic,31.0,18.0,2001-03-09,10.2,19.5,13.625,32.747282609
5182,chic,34.0,25.0,2001-03-10,22.95,45.5,16.833333333,33.177083333
5183,chic,33.0,23.5,2001-03-11,10.728571429,9.0,29.125,14.010416667
5184,chic,40.0,34.2,2001-03-12,24.7,31.5,10.354166667,25.345643939
5185,chic,37.0,29.7,2001-03-13,24.3,18.5,22.895833333,21.287878788
5186,chic,38.0,32.9,2001-03-14,15.0,20.0,14.391304348,32.673913043
5187,chic,39.0,35.7,2001-03-15,20.05,17.0,20.236111111,21.229166667
5188,chic,32.0,30.0,2001-03-16,14.6,7.0,33.277777778,16.854166667
5189,chic,32.0,24.5,2001-03-17,7.54,6.0,30.305555556,21.72192029
5190,chic,32.0,21.5,2001-03-18,11.5,16.5,25.083333333,30.895833333
5191,chic,36.0,23.1,2001-03-19,16.15,23.0,24.925505051,35.270833333
5192,chic,38.0,25.2,2001-03-20,15.95,28.833333333,27.971618357,32.845561594
5193,chic,41.0,26.6,2001-03-21,22.9,34.5,25.995772947,36.21577381
5194,chic,42.0,33.4,2001-03-22,36.05,39.0,18.152777778,41.739912281
5195,chic,42.0,30.7,2001-03-23,27.2,32.5,21.277777778,26.677083333
5196,chic,29.0,12.6,2001-03-24,11.65,20.5,28.527777778,15.1875
5197,chic,22.0,7.8,2001-03-25,8.2,24.0,20.847222222,14.020833333
5198,chic,25.0,11.1,2001-03-26,10.025,16.333333333,14.791666667,22.678743961
5199,chic,32.0,18.8,2001-03-27,14.3,20.5,16.720410628,31.552083333
5200,chic,36.0,22.2,2001-03-28,25.2,45.0,19.354468599,35.208333333
5201,chic,41.0,32.1,2001-03-29,34.575,37.0,21.373682477,30.944444444
5202,chic,42.0,31.9,2001-03-30,40.3,49.0,26.569444444,28.305555556
5203,chic,46.0,34.9,2001-03-31,38.4,44.5,21.611111111,25.944444444
5204,chic,40.0,24.4,2001-04-01,10.685714286,13.666666667,25.795833333,22.027777778
5205,chic,45.0,27.2,2001-04-02,21.75,37.5,15.578030303,39.541666667
5206,chic,41.0,32.5,2001-04-03,20.55,17.0,37.998550725,19.936111111
5207,chic,42.0,30.9,2001-04-04,27.5875,31.0,28.775,28.488095238
5208,chic,48.0,37.4,2001-04-05,30.4,55.0,16.023369565,39.263888889
5209,chic,53.0,51.6,2001-04-06,38.9,39.0,11.909848485,25.020833333
5210,chic,64.0,48.8,2001-04-07,14.2375,43.833333333,32.404166667,17.614583333
5211,chic,61.0,41.7,2001-04-08,10.5,22.5,34.483333333,19.510416667
5212,chic,52.0,43.3,2001-04-09,11.0,22.5,26.871376812,22.018568841
5213,chic,47.0,43.8,2001-04-10,25.575,24.5,13.951811594,20.809659091
5214,chic,64.0,58.0,2001-04-11,16.4,24.0,15.678442029,20.885416667
5215,chic,57.0,40.4,2001-04-12,5.9,38.0,30.680747694,14.510281385
5216,chic,48.0,36.4,2001-04-13,9.075,24.666666667,20.616666667,27.510416667
5217,chic,52.0,35.1,2001-04-14,15.4,26.0,25.554166667,31.591856061
5218,chic,49.0,39.5,2001-04-15,8.1,21.5,39.866666667,15.96875
5219,chic,36.0,24.0,2001-04-16,8.0285714286,17.0,26.267753623,18.40625
5220,chic,38.0,24.0,2001-04-17,6.95,14.5,29.657971014,21.903679654
5221,chic,41.0,24.4,2001-04-18,16.4,33.0,16.329528986,41.640398551
5222,chic,51.0,31.7,2001-04-19,13.2,37.4,28.254347826,32.465909091
5223,chic,64.0,54.5,2001-04-20,17.3,56.0,34.233333333,21.541666667
5224,chic,69.0,58.8,2001-04-21,13.6,44.5,29.225,15.145833333
5225,chic,65.0,55.5,2001-04-22,13.828571429,30.0,23.558333333,17.489583333
5226,chic,58.0,50.2,2001-04-23,10.85,53.0,25.735507246,13.393568841
5227,chic,52.0,31.1,2001-04-24,10.4,21.0,27.953639657,25.510416667
5228,chic,51.0,38.3,2001-04-25,13.157142857,25.4,19.159782609,37.823563665
5229,chic,61.0,43.3,2001-04-26,11.8,63.5,31.225115283,28.858630952
5230,chic,52.0,32.5,2001-04-27,7.9,17.0,35.899275362,21.895833333
5231,chic,53.0,35.8,2001-04-28,10.528571429,18.5,29.233333333,24.4375
5232,chic,61.0,34.5,2001-04-29,10.4,28.0,35.325,22.989583333
5233,chic,68.0,45.3,2001-04-30,17.7,65.5,36.858695652,33.03125
5234,chic,73.0,53.2,2001-05-01,20.414285714,59.666666667,42.820092227,23.715291502
5235,chic,73.0,53.4,2001-05-02,19.6,89.5,36.700362319,24.25
5236,chic,72.0,52.6,2001-05-03,22.7,97.5,42.220289855,27.886363636
5237,chic,55.0,46.2,2001-05-04,8.7875,17.0,33.520289855,20.692481884
5238,chic,58.0,46.3,2001-05-05,8.1,18.0,30.7625,14.145833333
5239,chic,65.0,48.4,2001-05-06,14.4,32.5,32.770833333,19.166666667
5240,chic,60.0,54.1,2001-05-07,15.45,27.333333333,18.778804348,26.791666667
5241,chic,62.0,45.3,2001-05-08,7.3,51.5,26.476268116,27.583333333
5242,chic,67.0,46.1,2001-05-09,10.7,59.0,36.853689065,29.293560606
5243,chic,70.0,55.8,2001-05-10,15.875,68.0,36.12192029,28.09469697
5244,chic,54.0,50.2,2001-05-11,6.25,16.0,21.128442029,16.8
5245,chic,48.0,33.3,2001-05-12,5.3,7.5,31.156884058,13.717028986
5246,chic,53.0,33.0,2001-05-13,13.3875,31.0,22.975,28.325
5247,chic,54.0,46.3,2001-05-14,10.4,42.0,20.002256258,34.991666667
5248,chic,72.0,62.5,2001-05-15,17.1,43.0,30.133514493,29.479347826
5249,chic,77.0,62.4,2001-05-16,25.35,41.0,33.364179842,27.705401845
5250,chic,74.0,61.7,2001-05-17,21.9,46.0,24.329981884,40.907818459
5251,chic,65.0,40.0,2001-05-18,9.9,20.5,37.377355072,18.361775362
5252,chic,61.0,41.4,2001-05-19,8.0,21.5,36.170833333,19.8
5253,chic,63.0,48.6,2001-05-20,11.9,23.5,41.000543478,20.573550725
5254,chic,62.0,56.9,2001-05-21,13.6,23.5,24.217753623,19.958333333
5255,chic,53.0,42.2,2001-05-22,6.6125,25.0,20.560869565,17.898188406
5256,chic,54.0,43.5,2001-05-23,9.5,26.0,12.621362695,28.868073593
5257,chic,51.0,45.9,2001-05-24,13.2,16.5,14.107588567,26.704166667
5258,chic,51.0,44.7,2001-05-25,14.9,20.333333333,11.636070853,27.949275362
5259,chic,48.0,44.3,2001-05-26,12.7,13.5,19.447061192,18.711594203
5260,chic,55.0,49.2,2001-05-27,14.9,21.0,25.253220612,20.3
5261,chic,59.0,51.8,2001-05-28,20.6375,23.5,22.587962963,26.358333333
5262,chic,53.0,43.6,2001-05-29,7.8,11.5,20.622685185,23.25297619
5263,chic,53.0,35.1,2001-05-30,4.8,11.5,27.71855334,18.038059947
5264,chic,53.0,44.9,2001-05-31,13.271428571,26.0,22.494021739,21.697101449
5265,chic,57.0,49.5,2001-06-01,11.2,15.5,24.214476285,23.099637681
5266,chic,53.0,48.0,2001-06-02,6.25,8.5,22.770833333,15.125
5267,chic,52.0,44.5,2001-06-03,4.825,5.0,15.425,9.6708333333
5268,chic,51.0,44.0,2001-06-04,6.1,8.5,19.5875,11.467572464
5269,chic,53.0,51.7,2001-06-05,18.8,19.0,12.000634058,20.2625
5270,chic,57.0,54.4,2001-06-06,29.175,35.333333333,15.472282609,21.536189535
5271,chic,59.0,53.2,2001-06-07,16.1,21.5,22.379166667,25.095833333
5272,chic,61.0,51.6,2001-06-08,15.3,29.0,21.815942029,32.787318841
5273,chic,66.0,55.7,2001-06-09,17.4875,43.5,29.429166667,35.516666667
5274,chic,74.0,62.0,2001-06-10,18.2,35.5,42.854166667,16.266666667
5275,chic,76.0,66.2,2001-06-11,23.2,50.0,34.754710145,29.734090909
5276,chic,75.0,65.6,2001-06-12,16.2375,34.333333333,37.984873188,29.325
5277,chic,80.0,69.5,2001-06-13,36.3,61.0,51.819836957,29.813768116
5278,chic,80.0,68.5,2001-06-14,30.1,57.5,41.34280303,21.408333333
5279,chic,70.0,62.1,2001-06-15,9.1875,25.0,19.973188406,24.133333333
5280,chic,71.0,57.5,2001-06-16,7.8,24.0,32.616666667,21.625
5281,chic,71.0,55.4,2001-06-17,11.3,27.0,34.622916667,25.816666667
5282,chic,78.0,61.4,2001-06-18,13.45,36.5,48.324728261,21.878623188
5283,chic,75.0,61.5,2001-06-19,13.7,39.5,46.477042161,18.469927536
5284,chic,70.0,52.9,2001-06-20,14.65,19.0,30.08125,24.929058442
5285,chic,62.0,54.9,2001-06-21,16.6625,22.5,23.385610766,28.537163561
5286,chic,60.0,54.3,2001-06-22,14.2,20.0,20.4875,20.266666667
5287,chic,62.0,52.8,2001-06-23,13.55,21.0,19.541666667,24.566666667
5288,chic,66.0,55.0,2001-06-24,21.371428571,30.166666667,34.195833333,30.383333333
5289,chic,72.0,58.9,2001-06-25,21.85,45.5,39.36548913,33.608333333
5290,chic,74.0,57.9,2001-06-26,24.8,43.0,42.681538208,36.149275362
5291,chic,75.0,61.1,2001-06-27,31.3,57.5,42.110144928,37.222101449
5292,chic,75.0,62.9,2001-06-28,41.3,66.0,42.958333333,36.94
5293,chic,77.0,63.9,2001-06-29,38.85,70.5,42.545833333,35.098550725
5294,chic,78.0,64.9,2001-06-30,30.175,45.666666667,46.945833333,21.816666667
5295,chic,64.0,52.0,2001-07-01,7.2,16.0,22.739583333,8.65
5296,chic,62.0,42.7,2001-07-02,6.6,20.5,21.40625,17.641666667
5297,chic,72.0,63.3,2001-07-03,9.3714285714,26.0,20.245108696,26.371325052
5298,chic,78.0,58.8,2001-07-04,19.0,27.5,30.983333333,20.866666667
5299,chic,64.0,49.2,2001-07-05,6.7,19.5,22.019021739,14.283333333
5300,chic,66.0,49.7,2001-07-06,10.2625,22.0,26.062228261,24.902898551
5301,chic,74.0,71.8,2001-07-07,18.15,34.5,28.014311594,20.166666667
5302,chic,79.0,63.2,2001-07-08,14.3,26.0,23.096618357,24.183333333
5303,chic,79.0,67.4,2001-07-09,22.6,36.5,27.064451581,31.742424242
5304,chic,81.0,61.2,2001-07-10,17.0,35.5,33.704710145,27.344047619
5305,chic,69.0,51.7,2001-07-11,5.45,10.0,24.964583333,13.838636364
5306,chic,69.0,53.4,2001-07-12,8.1571428571,20.2,18.031826416,21.222348485
5307,chic,68.0,50.9,2001-07-13,7.6,20.0,16.197233202,22.077608696
5308,chic,74.0,50.4,2001-07-14,11.1,30.5,28.5125,27.675
5309,chic,74.0,57.2,2001-07-15,19.971428571,47.5,38.2875,30.833333333
5310,chic,75.0,60.5,2001-07-16,26.1,58.0,40.893115942,34.444480519
5311,chic,79.0,70.0,2001-07-17,39.0,67.5,41.867424242,33.038636364
5312,chic,78.0,72.9,2001-07-18,31.142857143,47.8,26.657287549,25.624374177
5313,chic,77.0,73.0,2001-07-19,28.5,42.0,32.781776094,29.462318841
5314,chic,82.0,72.2,2001-07-20,32.3,58.5,33.003804348,33.675
5315,chic,83.0,73.4,2001-07-21,21.985714286,39.5,30.441666667,30.291666667
5316,chic,82.0,72.0,2001-07-22,19.3,25.5,29.3125,29.608333333
5317,chic,83.0,75.1,2001-07-23,20.6,34.0,21.033313205,32.020833333
5318,chic,79.0,71.8,2001-07-24,15.7125,32.4,33.297916667,25.05
5319,chic,71.0,67.5,2001-07-25,10.4,20.5,30.728985507,16.483872549
5320,chic,73.0,62.9,2001-07-26,9.2,11.0,27.952684453,12.196969697
5321,chic,71.0,58.4,2001-07-27,10.9125,25.0,30.580434783,18.833333333
5322,chic,72.0,66.2,2001-07-28,26.3,37.5,27.745454545,30.527272727
5323,chic,78.0,70.3,2001-07-29,27.4,37.5,37.435416667,17.983333333
5324,chic,80.0,69.9,2001-07-30,29.5125,48.166666667,41.087318841,23.325
5325,chic,83.0,73.1,2001-07-31,27.1,45.0,42.145212215,26.918939394
5326,chic,84.0,72.9,2001-08-01,43.7,81.5,45.177355072,27.442391304
5327,chic,79.0,73.7,2001-08-02,15.085714286,38.5,22.363548137,33.087779974
5328,chic,75.0,70.5,2001-08-03,15.2,23.0,26.983876812,21.963043478
5329,chic,76.0,63.8,2001-08-04,10.3,20.0,23.439583333,21.108333333
5330,chic,76.0,68.5,2001-08-05,21.8375,32.5,37.848007246,30.058333333
5331,chic,81.0,68.1,2001-08-06,22.7,50.0,32.351630435,33.075
5332,chic,85.0,73.7,2001-08-07,27.15,40.5,39.596648551,28.741666667
5333,chic,85.0,72.6,2001-08-08,38.8375,70.0,37.980468154,27.627432712
5334,chic,84.0,72.6,2001-08-09,38.2,66.0,36.73245224,26.467424242
5335,chic,70.0,59.9,2001-08-10,6.35,13.5,23.507487923,13.817624224
5336,chic,69.0,56.0,2001-08-11,5.7375,16.666666667,22.485416667,14.366666667
5337,chic,72.0,59.3,2001-08-12,13.8,27.0,28.327717391,24.216666667
5338,chic,67.0,58.6,2001-08-13,7.75,18.0,25.902083333,15.6125
5339,chic,66.0,52.1,2001-08-14,6.8875,16.5,21.69384058,19.519202899
5340,chic,67.0,56.0,2001-08-15,16.3,38.5,22.354174901,38.013095238
5341,chic,68.0,63.7,2001-08-16,21.6,31.0,21.577140975,25.841666667
5342,chic,70.0,55.6,2001-08-17,8.9875,20.5,15.377173913,21.83452381
5343,chic,66.0,61.0,2001-08-18,10.8,22.0,12.295833333,29.475
5344,chic,68.0,59.9,2001-08-19,7.2,16.5,23.035416667,12.5375
5345,chic,69.0,55.8,2001-08-20,10.5125,36.0,12.116666667,20.870833333
5346,chic,72.0,59.7,2001-08-21,19.9,48.0,17.939039855,27.9375
5347,chic,77.0,68.1,2001-08-22,21.4,44.0,23.027173913,29.382142857
5348,chic,72.0,67.7,2001-08-23,22.0,30.5,29.855451252,19.111742424
5349,chic,74.0,67.7,2001-08-24,28.85,38.0,37.215711462,19.303787879
